time,jpy,tmp
1499164358,292340.200000000000,0.010000000000
1499164366,292340.200000000000,0.100000000000
1499164375,292340.200000000000,0.010000000000
1499164470,292441.300000000000,0.011833200000
1499164483,292441.300000000000,0.065166800000
1499164485,294582.000000000000,0.015400000000
1499164561,292834.900000000000,0.004111100000
1499164677,294582.100000000000,0.099000000000
1499164754,294786.000000000000,0.010000000000
1499165177,294236.200000000000,0.013173090000
1499165184,294236.200000000000,0.033000000000
1499165193,294236.200000000000,0.024826910000
1499165273,293250.000000000000,0.055697810000
1499165275,292667.100000000000,0.095400000000
1499165275,292667.100000000000,0.015300000000
1499165283,293250.000000000000,0.047900130000
1499165291,293250.000000000000,0.495402060000
1499165360,292857.900000000000,0.031000000000
1499165416,294720.300000000000,0.001039960000
1499165466,292735.000000000000,0.008700000000
1499165819,294786.100000000000,0.002950080000
1499166386,295797.500000000000,0.003094150000
1499166894,294123.200000000000,0.002791970000
1499167005,294349.600000000000,0.003261980000
1499167069,294828.600000000000,0.003294640000
1499167348,293801.400000000000,0.002088470000
1499167416,295323.600000000000,0.010436930000
1499167420,295337.400000000000,0.000563070000
1499167442,295337.400000000000,0.000563070000
1499167442,295337.400000000000,0.000436930000
1499167558,294501.100000000000,0.005641980000
1499167786,295071.000000000000,0.012034940000
1499167936,294466.500000000000,0.004157020000
1499168107,292920.200000000000,0.000925100000
1499168107,294060.700000000000,0.003695920000
1499168117,292920.200000000000,0.244000000000
1499168192,295012.200000000000,0.012919670000
1499168230,295588.000000000000,0.010000000000
1499168316,295445.000000000000,0.024040420000
1499168384,295223.000000000000,0.022838400000
1499168398,294639.900000000000,0.001000000000
1499168408,294640.000000000000,0.010000000000
1499168431,294640.000000000000,0.010000000000
1499168458,294640.000000000000,0.010000000000
1499168458,295268.000000000000,0.021696480000
1499168482,294639.900000000000,0.003403410000
1499168489,295350.700000000000,0.002210650000
1499168568,295233.000000000000,0.020611660000
1499168616,294771.200000000000,0.004027110000
1499168618,292606.100000000000,0.265000000000
1499168627,294771.200000000000,0.000972890000
1499168648,295617.700000000000,0.006000000000
1499168748,294208.500000000000,0.003239980000
1499168764,295335.000000000000,0.004503090000
1499168803,292737.000000000000,0.140000000000
1499168810,292736.900000000000,0.180000000000
1499168858,292744.400000000000,0.250119210000
1499168858,293391.200000000000,0.005880790000
1499168867,293391.100000000000,0.006000000000
1499168878,293391.100000000000,0.174000000000
1499168888,292785.600000000000,0.306000000000
1499168896,295028.000000000000,0.005415900000
1499169029,292788.400000000000,0.033800000000
1499169029,292785.700000000000,0.153200000000
1499171017,295797.900000000000,0.014011070000
1499171017,295306.000000000000,0.001288930000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171353,295798.000000000000,0.010000000000
1499171360,295798.000000000000,0.150000000000
1499171385,295798.000000000000,7.770600000000
1499171385,295798.100000000000,0.029400000000
1499171385,295798.100000000000,5.594000000000
1499171394,296459.500000000000,0.006758730000
1499171406,297895.500000000000,0.007000000000
1499171412,295798.000000000000,0.524743410000
1499171433,295799.000000000000,1.565000000000
1499171450,295798.000000000000,1.564656590000
1499171510,296021.000000000000,0.015000000000
1499171537,297195.900000000000,0.014739780000
1499171612,294244.100000000000,0.139194300000
1499171612,295430.200000000000,0.010805700000
1499171626,295859.000000000000,0.002000000000
1499171670,294246.200000000000,0.150000000000
1499171702,297204.900000000000,0.001335670000
1499171884,294245.200000000000,0.037262600000
1499171884,295634.800000000000,0.001037400000
1499171924,295780.000000000000,0.018381080000
1499171947,294245.200000000000,0.010900000000
1499172026,296251.700000000000,0.003211970000
1499174414,296789.200000000000,0.012007250000
1499174887,296031.000000000000,0.015200000000
1499175041,295929.800000000000,0.015200000000
1499175522,297395.000000000000,0.049624280000
1499175522,296456.400000000000,0.005683490000
1499175522,295930.000000000000,0.016541420000
1499175564,297395.000000000000,0.013233140000
1499175688,294797.900000000000,4.610000000000
1499175693,296092.000000000000,0.012571480000
1499175765,295271.000000000000,0.005083240000
1499175765,297025.600000000000,0.002728520000
1499175765,294797.100000000000,0.407988240000
1499175765,294829.200000000000,0.653000000000
1499175765,294829.000000000000,0.026200000000
1499175765,294829.000000000000,3.819000000000
1499175805,294797.100000000000,0.980000000000
1499175946,297508.000000000000,0.000872080000
1499175946,296327.400000000000,0.002385010000
1499175946,296043.000000000000,0.011942910000
1499176533,296652.000000000000,0.002364720000
1499177050,296110.100000000000,0.005875200000
1499177050,294360.200000000000,3.494124800000
1499177684,295840.400000000000,0.005568460000
1499177722,295975.000000000000,0.010000000000
1499177736,295975.000000000000,0.001183920000
1499177746,297439.900000000000,0.010000000000
1499177753,297439.800000000000,0.010000000000
1499177774,298643.200000000000,0.003323180000
1499177787,298924.800000000000,0.010000000000
1499177800,298644.200000000000,0.003947910000
1499177800,298644.200000000000,0.006676820000
1499177802,298644.200000000000,0.006052090000
1499178090,296515.000000000000,0.006800000000
1499178090,296514.000000000000,0.010000000000
1499178959,293782.200000000000,2.900000000000
1499179131,295339.000000000000,0.009450880000
1499179402,295264.000000000000,0.006829110000
1499179615,295590.000000000000,0.008636880000
1499179753,295325.000000000000,0.008205040000
1499179838,295163.000000000000,0.007794790000
1499180033,295183.000000000000,0.007405050000
1499180118,295224.000000000000,0.007034800000
1499180337,295556.000000000000,0.006683060000
1499180341,297018.900000000000,0.028000000000
1499180516,295233.000000000000,0.006348900000
1499180516,295233.000000000000,0.006348900000
1499180631,296184.900000000000,0.005714010000
1499180767,295225.000000000000,0.005428310000
1499180858,294334.000000000000,0.005156900000
1499180913,293540.200000000000,0.101572300000
1499180913,293540.400000000000,0.033800000000
1499180913,295405.900000000000,0.020927700000
1499180926,293540.400000000000,0.033800000000
1499180926,293540.200000000000,1.770600000000
1499180941,293540.200000000000,1.068827700000
1499180948,293540.100000000000,0.000172300000
1499181011,295141.700000000000,0.001000000000
1499181148,294208.100000000000,0.001042000000
1499181503,294891.700000000000,0.002643940000
1499181508,294891.700000000000,0.002643940000
1499181533,294891.700000000000,0.001979070000
1499181733,291344.000000000000,0.010635950000
1499181733,292340.200000000000,0.078000000000
1499181733,293562.800000000000,0.014364050000
1499181955,291343.900000000000,4.502000000000
1499181955,291344.000000000000,0.210000000000
1499181955,291344.000000000000,2.533000000000
1499182089,293831.000000000000,0.002432080000
1499182130,291343.800000000000,2.183000000000
1499182131,291343.400000000000,0.473000000000
1499182164,290999.900000000000,0.123282390000
1499182372,290070.900000000000,0.469000000000
1499182372,290577.900000000000,0.010930550000
1499182372,290735.100000000000,0.047400000000
1499182372,290070.700000000000,0.010930550000
1499182372,290070.800000000000,0.083800000000
1499182376,289738.000000000000,0.259908900000
1499184183,292307.900000000000,0.006044250000
1499184280,292307.900000000000,0.068955750000
1499184973,292893.200000000000,0.002161460000
1499185614,292208.200000000000,0.002804840000
1499185680,292208.200000000000,0.004089890000
1499185715,292208.200000000000,0.001362300000
1499185722,291804.000000000000,0.002566050000
1499185758,291804.000000000000,0.090021880000
1499185829,291804.000000000000,0.221412070000
1499185949,291130.400000000000,0.002752930000
1499185988,291130.400000000000,0.079247070000
1499188789,292208.200000000000,0.114742970000
1499188789,292181.300000000000,0.002688120000
1499189252,289631.100000000000,0.078640620000
1499189252,290507.900000000000,0.004359380000
1499189423,289633.100000000000,0.150000000000
1499189487,289636.100000000000,0.150000000000
1499191170,292422.400000000000,0.001544210000
1499191738,290999.900000000000,0.116811940000
1499191806,291101.000000000000,2.252010000000
1499191901,291722.300000000000,0.011117840000
1499192053,292407.500000000000,0.005744760000
1499193014,293105.800000000000,0.008552950000
1499193949,291014.600000000000,0.056802820000
1499193960,291014.600000000000,0.043197180000
1499194292,292871.400000000000,0.002895390000
1499194801,291014.600000000000,0.012234240000
1499194801,291014.600000000000,0.043995000000
1499194801,292291.300000000000,0.014977410000
1499194801,291014.600000000000,0.028793350000
1499198048,290428.600000000000,0.009051730000
1499198073,290373.800000000000,0.040948270000
1499198254,290932.800000000000,0.008563960000
1499198419,290450.000000000000,5.000000000000
1499200403,290970.600000000000,0.002629280000
1499200785,291450.500000000000,0.004362070000
1499202114,290451.100000000000,0.027758970000
1499203077,292050.500000000000,0.002984160000
1499206177,292364.900000000000,0.003122360000
1499209742,295167.300000000000,0.020000000000
1499210423,295167.300000000000,0.130000000000
1499212560,295167.300000000000,0.140187560000
1499212560,295167.200000000000,0.036812440000
1499214201,295164.500000000000,0.120000000000
1499214210,293396.000000000000,0.100000000000
1499214235,295164.500000000000,0.021253720000
1499214238,295164.500000000000,0.228746280000
1499214241,295164.400000000000,0.000172000000
1499214246,295167.300000000000,0.230000000000
1499214324,295164.100000000000,0.054156300000
1499214324,295164.100000000000,0.045843700000
1499214719,292130.100000000000,0.097380140000
1499214719,293322.100000000000,0.002619860000
1499214823,292578.800000000000,0.009320970000
1499214827,295162.200000000000,0.367000000000
1499214862,295162.700000000000,0.500000000000
1499214938,292130.100000000000,0.129600000000
1499214959,294300.900000000000,0.022988640000
1499214966,292321.300000000000,0.003720890000
1499214977,292321.300000000000,0.073290470000
1499215000,292131.100000000000,0.036300000000
1499215058,292132.000000000000,0.010100000000
1499215149,292136.100000000000,0.095923650000
1499215149,293457.300000000000,0.004076350000
1499215167,292136.100000000000,0.150000000000
1499215357,292144.100000000000,0.150000000000
1499215417,292146.000000000000,0.100000000000
1499215423,292146.000000000000,0.050000000000
1499215619,292130.000000000000,0.048000000000
1499215641,292000.000000000000,0.500000000000
1499215641,292034.400000000000,0.024688840000
1499215641,292130.000000000000,0.307531980000
1499215641,292130.000000000000,0.120000000000
1499215812,291352.600000000000,0.003800000000
1499215897,291354.100000000000,0.150000000000
1499216004,292611.000000000000,0.150000000000
1499216004,293297.800000000000,0.850000000000
1499216092,294329.200000000000,0.310000000000
1499216508,293117.400000000000,0.004803520000
1499217054,290960.600000000000,0.095196480000
1499217118,292047.000000000000,0.002455690000
1499217158,290446.800000000000,0.097544310000
1499218420,291487.300000000000,0.003059640000
1499218548,292007.200000000000,0.003674550000
1499219225,289994.500000000000,0.098124070000
1499219225,291537.800000000000,0.001875930000
1499219255,289994.600000000000,0.103200000000
1499219407,290000.000000000000,0.028900000000
1499219449,290000.000000000000,0.008100000000
1499219494,290002.000000000000,0.094400000000
1499219494,290000.000000000000,2.915600000000
1499219494,290001.000000000000,3.908000000000
1499219502,290000.000000000000,0.100000000000
1499219518,290000.000000000000,2.451000000000
1499219534,290000.000000000000,0.013200000000
1499219534,290000.000000000000,1.343200000000
1499219534,290000.000000000000,0.074300000000
1499219544,289596.000000000000,0.005000000000
1499219663,289598.200000000000,0.033200000000
1499220566,289596.100000000000,0.115000000000
1499222729,289943.200000000000,0.006939930000
1499224182,289599.000000000000,0.058600000000
1499224190,289599.000000000000,0.009985900000
1499224197,289599.000000000000,0.081414100000
1499224416,293535.100000000000,0.015914190000
1499224416,290576.400000000000,0.001085810000
1499225429,293144.500000000000,0.001000000000
1499225482,293144.500000000000,0.006126190000
1499225735,293533.300000000000,0.019127350000
1499225735,293144.500000000000,0.000873820000
1499225735,293937.600000000000,0.619587260000
1499225735,293937.600000000000,0.063973240000
1499225735,293937.500000000000,0.296438330000
1499225848,293400.200000000000,0.006034600000
1499226055,292986.600000000000,0.002904800000
1499226167,292592.400000000000,0.001867940000
1499226594,291146.100000000000,0.004059550000
1499227427,290000.000000000000,0.001345030000
1499227519,289611.000000000000,0.148654970000
1499228174,289606.000000000000,0.020048040000
1499228191,289606.000000000000,0.008862000000
1499228218,289606.000000000000,0.021089960000
1499228354,289596.000000000000,0.078500000000
1499228663,289596.000000000000,0.010000000000
1499228692,289596.000000000000,0.000561820000
1499228794,288777.000000000000,0.054575620000
1499228794,288777.000000000000,0.095424380000
1499228797,288777.000000000000,0.099000000000
1499228814,288600.000000000000,0.010000000000
1499228824,288600.000000000000,0.180000000000
1499228843,288600.000000000000,0.150000000000
1499228847,288600.000000000000,0.010000000000
1499228875,288600.000000000000,0.010000000000
1499228899,288600.000000000000,0.150000000000
1499228912,288600.000000000000,0.010000000000
1499228962,288600.000000000000,0.010000000000
1499228962,288600.000000000000,0.125800000000
1499228994,288600.000000000000,0.010000000000
1499229025,288600.000000000000,0.035200000000
1499229025,288600.000000000000,0.010000000000
1499229052,288600.000000000000,0.010000000000
1499229084,288600.000000000000,0.009900000000
1499229086,288600.000000000000,0.010000000000
1499229116,288600.000000000000,0.010000000000
1499229143,288600.000000000000,0.010000000000
1499229174,288600.000000000000,0.010000000000
1499229496,289596.000000000000,0.009438180000
1499229539,289596.000000000000,0.010000000000
1499229562,289596.000000000000,0.219700000000
1499229562,289596.000000000000,0.480561820000
1499229715,289168.300000000000,0.006372440000
1499229836,288769.400000000000,0.001717880000
1499230035,288769.000000000000,0.004067470000
1499230108,288600.000000000000,0.010000000000
1499230140,288600.000000000000,0.010000000000
1499230165,288600.000000000000,0.010000000000
1499230615,288600.000000000000,0.022588840000
1499230624,288769.000000000000,0.004214650000
1499230889,288378.500000000000,0.012263660000
1499230896,288378.500000000000,0.009245640000
1499230899,288378.500000000000,0.010000000000
1499230911,288378.500000000000,0.002685110000
1499230911,288378.500000000000,0.012995000000
1499230961,286590.100000000000,0.025041930000
1499231035,287987.700000000000,0.002287140000
1499231162,288618.300000000000,0.009598430000
1499232210,288198.400000000000,0.010000000000
1499232362,289168.000000000000,0.003627560000
1499232839,288791.000000000000,0.005564870000
1499232871,288198.400000000000,0.001721300000
1499232877,287836.100000000000,0.494835130000
1499232877,287836.100000000000,0.015600000000
1499232935,289267.700000000000,0.005808100000
1499233112,288638.600000000000,0.001427140000
1499233158,289596.000000000000,0.010000000000
1499233329,288778.500000000000,0.004000010000
1499233337,289604.800000000000,0.003453480000
1499233360,288666.200000000000,0.260000010000
1499233360,288828.500000000000,0.000999990000
1499233382,288666.200000000000,0.140000000000
1499233382,288666.200000000000,0.023846550000
1499233391,289558.800000000000,0.140000000000
1499233404,288716.200000000000,0.100000000000
1499233411,288716.200000000000,0.020000000000
1499233416,289592.600000000000,0.110000000000
1499233439,288666.200000000000,0.030153450000
1499233450,288666.200000000000,0.020700000000
1499233463,288561.000000000000,0.089146550000
1499233539,289506.900000000000,0.001865840000
1499233812,289905.900000000000,0.004352550000
1499235753,291708.500000000000,0.030806620000
1499235753,291146.000000000000,0.005940450000
1499235753,291000.000000000000,0.050000000000
1499235753,291820.000000000000,0.010000000000
1499235753,291820.000000000000,0.010000000000
1499235753,291715.400000000000,0.003308440000
1499235753,291820.000000000000,0.010000000000
1499235753,291820.000000000000,0.010000000000
1499235755,293799.400000000000,0.144944490000
1499235998,291273.900000000000,0.004983020000
1499236600,290821.500000000000,0.006537550000
1499236609,290572.000000000000,0.042200000000
1499236627,290572.000000000000,0.051262450000
1499237590,290954.800000000000,0.005299460000
1499238921,290472.500000000000,0.002687650000
1499239242,289853.200000000000,0.004389950000
1499239347,288716.200000000000,0.050000000000
1499239357,289963.300000000000,0.026589570000
1499239466,288716.200000000000,0.040000000000
1499239484,288466.000000000000,0.009999990000
1499240964,288466.000000000000,0.346138670000
1499240968,288466.000000000000,0.240000000000
1499240969,288466.000000000000,0.510000000000
1499240973,288466.000000000000,0.510000000000
1499240974,288466.000000000000,0.036331600000
1499240977,288466.000000000000,1.010000000000
1499240981,288466.000000000000,0.034273160000
1499240990,288466.000000000000,0.230000000000
1499240994,288466.000000000000,0.170000000000
1499240996,288466.000000000000,0.012999990000
1499241001,288466.000000000000,2.248409800000
1499241001,288465.900000000000,0.051590200000
1499241005,288466.000000000000,0.290000000000
1499241005,288466.000000000000,0.100729130000
1499241012,288466.000000000000,0.510000000000
1499241015,288466.000000000000,0.510000000000
1499241015,288466.000000000000,0.605798450000
1499241015,288466.000000000000,0.510000000000
1499241015,288466.000000000000,0.300000000000
1499241019,288466.000000000000,0.037504110000
1499241019,288466.000000000000,0.270000000000
1499241019,288466.000000000000,0.280000000000
1499241019,288466.000000000000,0.300000000000
1499241022,288466.000000000000,0.420000000000
1499241025,288466.000000000000,0.061242130000
1499241034,288466.000000000000,0.006024810000
1499241048,288466.000000000000,2.300000000000
1499241048,288466.000000000000,0.006022120000
1499241056,288466.000000000000,0.009325290000
1499241067,288466.000000000000,0.009325290000
1499241129,288466.000000000000,0.400000000000
1499242716,288008.400000000000,0.004642740000
1499242846,287715.200000000000,0.002102680000
1499242927,287715.200000000000,0.000897320000
1499243041,288008.400000000000,0.000357260000
1499243041,288056.500000000000,0.003563870000
1499243113,288466.000000000000,0.125000000000
1499243187,288111.700000000000,0.005311580000
1499243275,288301.100000000000,0.150000000000
1499243367,288301.100000000000,0.100000000000
1499243373,288301.100000000000,0.100000000000
1499243377,288301.100000000000,0.290000000000
1499243575,288466.000000000000,7.149895450000
1499243586,288466.000000000000,4.935000000000
1499244350,288846.500000000000,0.024248220000
1499244499,290095.500000000000,0.003120840000
1499244740,290578.000000000000,0.004232690000
1499247979,290186.000000000000,0.014448520000
1499247979,287573.600000000000,0.091341480000
1499248104,290975.900000000000,0.005593840000
1499248341,291062.700000000000,0.003087040000
1499249469,291273.900000000000,0.174000000000
1499249469,291062.900000000000,0.099000000000
1499254093,291273.900000000000,0.016617570000
1499254269,291273.900000000000,0.020000000000
1499254314,291273.800000000000,0.049009780000
1499254314,291273.900000000000,0.051399410000
1499254320,292051.800000000000,0.001122780000
1499254363,293971.300000000000,0.001590810000
1499255053,292947.900000000000,0.003006760000
1499257843,292546.000000000000,1.835000000000
1499258109,292545.900000000000,0.006015640000
1499258109,292546.000000000000,0.938797590000
1499258109,292545.900000000000,0.055186770000
1499259894,291041.300000000000,0.001691680000
1499260444,290790.900000000000,0.021097520000
1499261021,290791.000000000000,0.028308320000
1499261310,292546.000000000000,0.199000000000
1499261341,292546.000000000000,0.330000000000
1499261569,293371.300000000000,0.071091430000
1499261569,293070.700000000000,0.001285180000
1499261849,293371.300000000000,0.027908570000
1499261849,293431.600000000000,0.099000000000
1499261905,293856.000000000000,0.000091430000
1499263679,293463.100000000000,0.021426350000
1499263748,293784.000000000000,0.121243790000
1499263748,293783.900000000000,0.081182560000
1499263748,293400.000000000000,0.000573650000
1499263791,293784.000000000000,0.704751670000
1499263791,293784.000000000000,0.086805420000
1499263798,293784.000000000000,0.176593060000
1499263798,293784.000000000000,1.930000000000
1499263830,293784.000000000000,0.169075180000
1499263830,293783.800000000000,0.076067440000
1499263890,292274.100000000000,0.001883520000
1499264857,291816.500000000000,0.002841400000
1499265015,291320.200000000000,0.002097410000
1499265086,289649.700000000000,0.010000000000
1499265178,289791.100000000000,0.001796410000
1499265178,289649.400000000000,0.006044260000
1499265178,288982.500000000000,0.002159330000
1499265570,290500.000000000000,0.002116460000
1499265799,291320.200000000000,0.096902590000
1499266090,291816.500000000000,0.141158600000
1499266090,291753.800000000000,0.003342670000
1499266106,291816.500000000000,0.001498730000
1499266119,291816.500000000000,0.098501270000
1499266119,292274.100000000000,0.098116480000
1499266158,292274.200000000000,0.001382250000
1499266164,292274.200000000000,0.010000000000
1499266297,291819.600000000000,0.004210980000
1499266328,291819.600000000000,0.095789020000
1499266376,290926.000000000000,0.010000000000
1499266413,292274.200000000000,0.063000000000
1499266413,292274.100000000000,0.030000000000
1499266424,292274.200000000000,0.029617750000
1499266523,292373.000000000000,0.114000000000
1499266843,291947.100000000000,0.150000000000
1499266876,291947.000000000000,0.012893540000
1499266876,291947.100000000000,0.191100000000
1499267170,292374.000000000000,0.010000000000
1499267526,291989.800000000000,0.012652520000
1499267625,290050.300000000000,0.000200000000
1499267901,291021.300000000000,0.001593540000
1499267991,291273.600000000000,0.003190490000
1499268032,291273.500000000000,0.006015640000
1499269414,291633.000000000000,0.005058850000
1499269816,292010.100000000000,0.007141150000
1499270457,292464.700000000000,0.005317060000
1499270861,292883.100000000000,0.009044020000
1499270871,293234.300000000000,0.099000000000
1499271131,292394.000000000000,0.003288970000
1499271279,293855.000000000000,0.010000000000
1499271279,293616.700000000000,0.007500210000
1499271279,295082.900000000000,0.011499790000
1499271279,294000.000000000000,0.001000000000
1499271691,292393.100000000000,0.009345610000
1499271691,292654.100000000000,0.002194300000
1499271828,292384.000000000000,0.002184300000
1499273859,293322.500000000000,0.003108830000
1499275694,292958.700000000000,0.003735000000
1499276737,292958.700000000000,0.095265000000
1499276997,293337.900000000000,0.004235560000
1499277394,292910.400000000000,0.005439940000
1499278085,293253.700000000000,0.008698590000
1499278352,295090.000000000000,0.824180000000
1499278352,294286.100000000000,0.002624190000
1499278389,295167.200000000000,0.196530280000
1499278495,294970.700000000000,0.004725020000
1499278618,294682.100000000000,0.001992070000
1499278636,294682.100000000000,0.097007930000
1499278701,294509.800000000000,0.007451960000
1499278733,294509.800000000000,0.092548040000
1499278984,294500.000000000000,0.002844750000
1499278991,294500.000000000000,0.005155250000
1499279415,292977.900000000000,0.001281980000
1499279451,292977.900000000000,0.000100970000
1499279500,294500.000000000000,0.142844750000
1499279600,295049.500000000000,0.143000000000
1499279600,294837.500000000000,0.009421740000
1499279600,295167.200000000000,0.196530280000
1499279752,295167.200000000000,0.196530280000
1499279752,295167.200000000000,0.143000000000
1499279815,293054.000000000000,0.098115940000
1499279863,295167.200000000000,0.196530280000
1499279885,295167.200000000000,0.196530280000
1499279928,292803.000000000000,0.411240380000
1499279928,292830.000000000000,0.332965510000
1499279936,295167.200000000000,0.171827410000
1499279936,292830.600000000000,0.210000000000
1499279936,292803.000000000000,0.098172590000
1499279952,292830.500000000000,0.007900000000
1499279962,292829.800000000000,0.100000000000
1499279968,292830.500000000000,0.070000000000
1499279974,292830.500000000000,0.004100000000
1499279979,292829.900000000000,0.223000000000
1499279979,292829.900000000000,0.200000000000
1499279984,292830.500000000000,0.002800000000
1499279990,292830.500000000000,0.007720830000
1499279990,292830.500000000000,0.070000000000
1499280003,292829.900000000000,0.153400000000
1499280003,292829.900000000000,0.036600000000
1499280019,292830.500000000000,0.008000000000
1499280025,292830.600000000000,0.118000000000
1499280029,295167.200000000000,0.196530280000
1499280036,292830.600000000000,0.034967130000
1499280036,292880.500000000000,0.008000000000
1499280036,293632.200000000000,0.004502760000
1499280040,292830.600000000000,0.355704400000
1499280053,292830.700000000000,0.053486940000
1499280053,292937.000000000000,0.149513060000
1499280058,292930.500000000000,0.008000000000
1499280059,292880.600000000000,0.196530280000
1499280059,292880.600000000000,0.262000000000
1499280064,292880.600000000000,0.210000000000
1499280064,292880.600000000000,0.024623860000
1499280068,292880.600000000000,0.100000000000
1499280133,292882.200000000000,0.086813810000
1499280169,292882.300000000000,0.199774080000
1499280280,292883.100000000000,0.108473340000
1499280295,292883.100000000000,0.091526660000
1499280426,294096.500000000000,0.300000000000
1499280426,294096.600000000000,0.003222130000
1499280474,293781.400000000000,0.001036210000
1499280474,295166.900000000000,0.196530280000
1499280553,295167.200000000000,0.196530280000
1499280559,292940.000000000000,0.300000000000
1499280600,295167.200000000000,0.196530280000
1499280630,293948.800000000000,0.170000000000
1499280648,293948.800000000000,0.060920560000
1499280776,295167.200000000000,0.110000000000
1499280872,295167.200000000000,0.196530280000
1499281062,295167.200000000000,0.196530280000
1499281125,295167.200000000000,0.196530280000
1499281307,295167.300000000000,0.088440080000
1499281317,295167.300000000000,0.170000000000
1499281558,295167.200000000000,0.196530280000
1499281635,295167.300000000000,0.082331850000
1499281860,295167.300000000000,0.120000000000
1499283900,295167.300000000000,0.019040510000
1499283900,295580.700000000000,0.015419370000
1499283970,295547.700000000000,0.001623550000
1499284334,295899.000000000000,0.023304730000
1499286735,298282.200000000000,0.061306430000
1499286735,298282.300000000000,0.123493570000
1499286735,297411.000000000000,0.025200000000
1499287152,296345.400000000000,0.002164350000
1499287289,298999.800000000000,0.775316030000
1499287476,297531.700000000000,0.002925100000
1499287553,297016.100000000000,0.001369420000
1499287788,297016.100000000000,0.000495000000
1499288212,296473.000000000000,0.001912760000
1499289265,296019.800000000000,0.085270380000
1499289293,296005.400000000000,0.002087580000
1499289572,295099.500000000000,0.002140860000
1499289708,294511.200000000000,0.002957880000
1499289713,294511.200000000000,0.002853430000
1499289717,294511.200000000000,0.094188690000
1499292045,295099.500000000000,0.097859140000
1499292129,296005.400000000000,0.097912420000
1499292129,295473.600000000000,0.002531580000
1499292129,296472.900000000000,0.042885090000
1499292129,296473.000000000000,0.007941290000
1499292129,296019.800000000000,0.013729620000
1499292227,296473.000000000000,0.008010690000
1499292231,296472.900000000000,0.016005360000
1499292486,295978.200000000000,0.003926570000
1499292601,295699.700000000000,0.001903080000
1499293008,294233.200000000000,0.015300000000
